dataset_id,timestamp,tahun,bulan,tahun_bulan,tipe_transaksi,category,amount,metode_pembayaran,status_transaksi,sumber_file,source,hour,day_of_week,day_name,day_of_month,month,date_only,is_weekend,week_period,hour_sin,hour_cos,is_night,is_late_night,night_score,time_segment,category_score,category_type,is_hedonic_category,amount_log,amount_z,amount_score,amount_percentile,is_high_amount,user_proxy,transactions_same_day,daily_amount_total,share_of_daily_spend,amount_vs_weekly_avg,budget_limit,spent_so_far,budget_remaining_ratio,weekend_score,fingo_impulse_signal,signal_band,label
ecommerce_sales,2025-11-16 17:53:00,2025,11,2025-11,Sales,Belanja,12500.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,17,6,Sunday,16,2025-11,2025-11-16,1,46,-0.9659258262890684,-0.2588190451025206,0,0,0.4166666666666666,evening,1.0,hedonic,1,9.433563920090563,-0.7651552433877982,0.3724741261020337,0.1221122112211221,0,ecommerce_sales_unknown_unknown,36,1799600.0,0.0069459879973327,0.2652086482542464,1392395.8305830583,10297494.0,0.0,1.0,0.6389518648588417,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,41600.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,10.635879484421974,1.2548046207675974,0.7091341034612663,0.7258525852585258,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0004096782588839,0.7263306919313626,1392395.8305830583,98349374.0,0.0,0.0,0.5356168591986499,watch,PERTIMBANGAN
ecommerce_sales,2025-11-07 09:29:00,2025,11,2025-11,Sales,Belanja,19098.0,SeaBank Bayar Instan,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,9,4,Friday,7,2025-11,2025-11-07,0,45,0.7071067811865476,-0.7071067811865475,0,0,0.25,morning,1.0,hedonic,1,9.857391256643156,-0.3071588453225988,0.4488068591129002,0.368976897689769,0,ecommerce_sales_unknown_unknown,32,1134004.0,0.0168412104366474,0.3248938621913694,1392395.8305830583,10350742.0,0.0,0.0,0.499701714778225,watch,PERTIMBANGAN
ecommerce_sales,2025-11-12 07:17:00,2025,11,2025-11,Sales,Belanja,48497.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,7,2,Wednesday,12,2025-11,2025-11-12,0,46,0.9659258262890684,-0.2588190451025206,0,0,0.4166666666666666,morning,1.0,hedonic,1,10.7892778389619,1.7335559329009227,0.7889259888168204,0.7709570957095709,0,ecommerce_sales_unknown_unknown,24,1121269.0,0.043251886924547,1.028945905150895,1392395.8305830583,4040011.0,0.0,0.0,0.6430648305375384,watch,PERTIMBANGAN
daily_household,2018-05-15 20:11:58,2018,5,2018-05,Expense,Makanan,24705.0,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,20,1,Tuesday,15,2018-05,2018-05-15,0,20,-0.8660254037844386,0.5000000000000001,1,0,0.6666666666666667,night,0.5,neutral,0,10.11480140809676,0.2777352941176291,0.5462892156862715,0.5305872756933115,0,daily_household_unknown_unknown,4,3973845.0,0.0062169007598434,0.1639833649015883,12617743.237561176,8803947.0,0.3022566053022906,0.0,0.5199056372549011,watch,PERTIMBANGAN
ecommerce_sales,2024-01-25 10:18:00,2024,1,2024-01,Sales,Belanja,42400.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,3,Thursday,25,2024-01,2024-01-25,0,4,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,10.65492722584759,1.3103361634247903,0.7183893605707984,0.7313531353135313,0,ecommerce_sales_unknown_unknown,22,736612.0,0.0575608325685706,0.7442441223192221,1392395.8305830583,1262022.0,0.0936327355479546,0.0,0.5379306734760329,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,33000.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,10.404293143019792,0.6578405372027727,0.6096400895337954,0.6343234323432343,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0003249851572877,0.576175789272475,1392395.8305830583,21681482.0,0.0,0.0,0.5107433557167822,watch,PERTIMBANGAN
daily_household,2017-04-20 20:42:02,2017,4,2017-04,Expense,Lainnya,113767.44,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,20,3,Thursday,20,2017-04,2017-04-20,0,16,-0.8660254037844386,0.5000000000000001,1,0,0.6666666666666667,night,0.5,neutral,0,11.641920433564918,3.0,1.0,0.7369494290375204,0,daily_household_unknown_unknown,2,125479.44,0.9066619997666476,2.374720060069712,12617743.237561176,1238302.44,0.9018602283557524,0.0,0.6333333333333333,watch,PERTIMBANGAN
ecommerce_sales,2025-02-14 12:03:00,2025,2,2025-02,Sales,Belanja,129531.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,12,4,Friday,14,2025-02,2025-02-14,0,7,1.2246467991473532e-16,-1.0,0,0,0.0,midday,1.0,hedonic,1,11.771683233843609,3.0,1.0,0.9346534653465348,1,ecommerce_sales_unknown_unknown,33,1993546.0,0.0649751748893679,2.261594732128878,1392395.8305830583,106009050.0,0.0,0.0,0.55,watch,PERTIMBANGAN
ecommerce_sales,2025-11-03 18:23:00,2025,11,2025-11,Sales,Belanja,17900.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,18,0,Monday,3,2025-11,2025-11-03,0,45,-1.0,-1.8369701987210294e-16,0,0,0.5,evening,1.0,hedonic,1,9.792611856190192,-0.3903173304517453,0.4349471115913757,0.288008800880088,0,ecommerce_sales_unknown_unknown,36,1918712.0,0.0093291749882212,0.3045135686053781,1392395.8305830583,1667876.0,0.0,0.0,0.583736777897844,watch,PERTIMBANGAN
daily_household,2018-08-03 00:00:00,2018,8,2018-08,Income,Lainnya,18300.0,Saving Bank account 1,Income,daily_household_transactions_clean.csv,daily_household,0,4,Friday,3,2018-08,2018-08-03,0,31,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,9.814710982145282,0.0,0.5,0.4934747145187602,0,daily_household_unknown_unknown,3,417240.0,0.0438596491228069,0.0243250727881023,12617743.237561176,46990923.0,0.0,0.0,0.625,watch,PERTIMBANGAN
personal_finance,2024-09-26 00:00:00,2024,9,2024-09,Expense,Transportasi,947.98,,Expense,personal_finance_clean.csv,personal_finance,0,3,Thursday,26,2024-09,2024-09-26,0,39,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,6.855387723572256,-0.2584367481509425,0.4569272086415095,0.412,0,personal_finance_unknown_unknown,2,1330.41,0.7125472598667234,0.9436302017796386,32688.022833333336,25966.23,0.2056347325626143,0.0,0.6142318021603774,watch,PERTIMBANGAN
ecommerce_sales,2024-01-16 16:49:00,2024,1,2024-01,Sales,Belanja,129960.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,16,1,Tuesday,16,2024-01,2024-01-16,0,3,-0.8660254037844384,-0.5000000000000004,0,0,0.3333333333333333,evening,1.0,hedonic,1,11.774989684428718,3.0,1.0,0.934983498349835,1,ecommerce_sales_unknown_unknown,12,2199497.0,0.0590862365349895,1.7298153581964335,1392395.8305830583,2264043.0,0.0,0.0,0.6666666666666666,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,21592.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.980124467074832,-0.1340392610887996,0.4776601231518667,0.4454345434543454,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0002126387732168,0.3769935649082206,1392395.8305830583,9397463.0,0.0,0.0,0.4777483641212999,low,AMAN
daily_household,2017-09-23 21:04:58,2017,9,2017-09,Expense,Makanan,18300.0,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,21,5,Saturday,23,2017-09,2017-09-23,1,38,-0.7071067811865477,0.7071067811865474,1,0,0.75,night,0.5,neutral,0,9.814710982145282,0.0,0.5,0.4934747145187602,0,daily_household_unknown_unknown,1,18300.0,0.9999999999999454,0.8330440819159635,12617743.237561176,291519.0,0.9768961061806845,1.0,0.6375,watch,PERTIMBANGAN
ecommerce_sales,2025-11-10 12:40:00,2025,11,2025-11,Sales,Belanja,10900.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,12,0,Monday,10,2025-11,2025-11-10,0,46,1.2246467991473532e-16,-1.0,0,0,0.0,midday,1.0,hedonic,1,9.29660980712836,-0.8762183287021841,0.3539636118829692,0.0793179317931793,0,ecommerce_sales_unknown_unknown,45,2214649.0,0.0049217731568298,0.2312619412777028,1392395.8305830583,840522.0,0.396348379147303,0.0,0.3884909029707423,low,AMAN
ecommerce_sales,2024-06-11 13:12:00,2024,6,2024-06,Sales,Belanja,9320.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,13,1,Tuesday,11,2024-06,2024-06-11,0,24,-0.2588190451025208,-0.9659258262890684,0,0,0.0833333333333333,midday,1.0,hedonic,1,9.140025198061156,-0.9858931254501402,0.3356844790916433,0.0532453245324532,0,ecommerce_sales_unknown_unknown,23,1186290.0,0.0078564263375734,0.1870248584262457,1392395.8305830583,1592704.0,0.0,0.0,0.4130877864395775,low,AMAN
ecommerce_sales,2025-02-13 21:43:00,2025,2,2025-02,Sales,Belanja,21900.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,21,3,Thursday,13,2025-02,2025-02-13,0,7,-0.7071067811865477,0.7071067811865474,1,0,0.75,night,1.0,hedonic,1,9.994287576862568,-0.1126596171657803,0.4812233971390365,0.4655665566556655,0,ecommerce_sales_unknown_unknown,26,1408727.0,0.0155459503509196,0.3823712056080971,1392395.8305830583,105560644.0,0.0,0.0,0.6828058492847592,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,10449.0,SPayLater,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.254357257392956,-0.9075242358751768,0.3487459606874705,0.0697469746974697,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0001029021184393,0.1824382067305482,1392395.8305830583,69902122.0,0.0,0.0,0.4455198235052009,low,AMAN
daily_household,2018-08-13 18:36:01,2018,8,2018-08,Expense,Lainnya,40260.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,18,0,Monday,13,2018-08,2018-08-13,0,33,-1.0,-1.8369701987210294e-16,0,0,0.5,evening,0.5,neutral,0,10.60313853743474,0.952235294117586,0.6587058823529309,0.6086867862969005,0,daily_household_unknown_unknown,8,2010987.0,0.02002002002002,0.4255151180232054,12617743.237561176,4351191.0,0.6551529922524384,0.0,0.4896764705882327,watch,PERTIMBANGAN
ecommerce_sales,2025-11-01 06:08:00,2025,11,2025-11,Sales,Belanja,18900.0,SPayLater,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,6,5,Saturday,1,2025-11,2025-11-01,1,44,1.0,6.123233995736766e-17,0,0,0.5,morning,1.0,hedonic,1,9.846970109700957,-0.3209029021302541,0.4465161829782909,0.3484048404840484,0,ecommerce_sales_unknown_unknown,35,1590171.0,0.0118855141994162,0.5282404703247877,1392395.8305830583,18900.0,0.9864262736321994,1.0,0.6866290457445727,watch,PERTIMBANGAN
ecommerce_sales,2025-11-12 08:35:00,2025,11,2025-11,Sales,Belanja,129080.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,8,2,Wednesday,12,2025-11,2025-11-12,0,46,0.8660254037844387,-0.4999999999999998,0,0,0.3333333333333333,morning,1.0,hedonic,1,11.76819539326945,3.0,1.0,0.9344334433443344,1,ecommerce_sales_unknown_unknown,24,1121269.0,0.1151195654209649,2.73865058533265,1392395.8305830583,4319987.0,0.0,0.0,0.6666666666666666,watch,PERTIMBANGAN
personal_finance,2022-03-07 00:00:00,2022,3,2022-03,Expense,Hiburan,359.23,,Expense,personal_finance_clean.csv,personal_finance,0,0,Monday,7,2022-03,2022-03-07,0,10,0.0,1.0,0,1,1.0,late_night,1.0,hedonic,1,5.886742716336424,-0.9888783384817916,0.3351869435863681,0.1406666666666666,0,personal_finance_unknown_unknown,2,1835.1,0.1957549997274286,0.3542592183378935,32688.022833333336,9295.94,0.7156163268914123,0.0,0.7337967358965919,high,IMPULSIF
daily_household,2017-05-16 13:22:48,2017,5,2017-05,Expense,Makanan,42822.0,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,13,1,Tuesday,16,2017-05,2017-05-16,0,20,-0.2588190451025208,-0.9659258262890684,0,0,0.0833333333333333,midday,0.5,neutral,0,10.664830620408829,1.0633294117646377,0.6772215686274397,0.613784665579119,0,daily_household_unknown_unknown,4,90768.0,0.4717741935483819,0.2842378324960864,12617743.237561176,4247064.0,0.6634054188583333,0.0,0.3484720588235266,low,AMAN
personal_finance,2024-10-17 00:00:00,2024,10,2024-10,Expense,Lainnya,1780.37,,Expense,personal_finance_clean.csv,personal_finance,0,3,Thursday,17,2024-10,2024-10-17,0,42,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.485138010168863,0.774280492401916,0.6290467487336526,0.7786666666666666,0,personal_finance_unknown_unknown,2,3130.02,0.568804672174437,1.190610693998817,32688.022833333336,35540.72,0.0,0.0,0.6572616871834132,watch,PERTIMBANGAN
ecommerce_sales,2024-01-24 15:07:00,2024,1,2024-01,Sales,Belanja,27800.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,15,2,Wednesday,24,2024-01,2024-01-24,0,4,-0.7071067811865471,-0.7071067811865479,0,0,0.25,midday,1.0,hedonic,1,10.232827270254802,0.2968855099310181,0.5494809183218363,0.5512651265126512,0,ecommerce_sales_unknown_unknown,5,152720.0,0.1820324777370339,0.4879713820866597,1392395.8305830583,933219.0,0.3297746377125965,0.0,0.524870229580459,watch,PERTIMBANGAN
ecommerce_sales,2025-11-05 22:17:00,2025,11,2025-11,Sales,Belanja,29800.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,22,2,Wednesday,5,2025-11,2025-11-05,0,45,-0.5000000000000004,0.8660254037844384,1,0,0.8333333333333334,night,1.0,hedonic,1,10.30229722897745,0.4357143665740006,0.5726190610956667,0.5707370737073707,0,ecommerce_sales_unknown_unknown,33,2984946.0,0.0099834301860067,0.5069555499687302,1392395.8305830583,7984242.0,0.0,0.0,0.7348214319405834,high,IMPULSIF
daily_household,2017-05-10 00:00:00,2017,5,2017-05,Expense,Makanan,6222.0,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,0,2,Wednesday,10,2017-05,2017-05-10,0,19,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.736007384569218,-0.5237294117646721,0.412711764705888,0.2485725938009788,0,daily_household_unknown_unknown,9,431880.0,0.0144067796610169,0.0742261322906475,12617743.237561176,1339560.0,0.8938352148415631,0.0,0.6031779411764719,watch,PERTIMBANGAN
ecommerce_sales,2024-06-20 10:51:00,2024,6,2024-06,Sales,Belanja,39847.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,3,Thursday,20,2024-06,2024-06-20,0,25,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,10.59282749475312,1.1331211279200233,0.6888535213200039,0.7117711771177118,0,ecommerce_sales_unknown_unknown,17,1714063.0,0.0232471035195322,0.7336980951873796,1392395.8305830583,3013579.0,0.0,0.0,0.5305467136633343,watch,PERTIMBANGAN
ecommerce_sales,2025-02-15 10:29:00,2025,2,2025-02,Sales,Belanja,16500.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,5,Saturday,15,2025-02,2025-02-15,1,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.711176264112805,-0.4874975301018331,0.4187504116496945,0.1947194719471947,0,ecommerce_sales_unknown_unknown,18,978449.0,0.0168634236429287,0.2880878946362375,1392395.8305830583,107787468.0,0.0,1.0,0.5630209362457569,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,33240.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,10.411539332752724,0.6744999999999306,0.6124166666666552,0.6424642464246425,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0003273486857043,0.5803661586490022,1392395.8305830583,98670330.0,0.0,0.0,0.5114374999999971,watch,PERTIMBANGAN
ecommerce_sales,2024-06-06 12:29:00,2024,6,2024-06,Sales,Belanja,64440.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,12,3,Thursday,6,2024-06,2024-06-06,0,23,1.2246467991473532e-16,-1.0,0,0,0.0,midday,1.0,hedonic,1,11.07350535548211,2.8402301636304577,0.9733716939384096,0.8399339933993399,0,ecommerce_sales_unknown_unknown,79,4280404.0,0.0150546537196021,1.2355648077133543,1392395.8305830583,6171665.0,0.0,0.0,0.5433429234846023,watch,PERTIMBANGAN
ecommerce_sales,2025-02-04 06:59:00,2025,2,2025-02,Sales,Belanja,20800.0,SeaBank Bayar Instan,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,6,1,Tuesday,4,2025-02,2025-02-04,0,6,1.0,6.123233995736766e-17,0,0,0.5,morning,1.0,hedonic,1,9.942756341456828,-0.1890154883194207,0.4684974186134298,0.4177117711771177,0,ecommerce_sales_unknown_unknown,40,1055720.0,0.0197021937634978,0.2837935024070107,1392395.8305830583,2274383.0,0.0,0.0,0.5921243546533574,watch,PERTIMBANGAN
daily_household,2018-08-13 10:04:23,2018,8,2018-08,Expense,Makanan,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,10,0,Monday,13,2018-08,2018-08-13,0,33,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.116231647634584,0,daily_household_unknown_unknown,8,2010987.0,0.0018200018200018,0.0386831925475641,12617743.237561176,4192164.0,0.6677564346435152,0.0,0.3068823529411781,low,AMAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,15320.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.636979715315752,-0.5694065555211928,0.4050989074131345,0.165016501650165,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.000150871897262,0.267485245201646,1392395.8305830583,45282588.0,0.0,0.0,0.4596080601866169,low,AMAN
ecommerce_sales,2025-11-09 21:44:00,2025,11,2025-11,Sales,Belanja,93074.0,SPayLater,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,21,6,Sunday,9,2025-11,2025-11-09,1,45,-0.7071067811865477,0.7071067811865474,1,0,0.75,night,1.0,hedonic,1,11.441160898740918,3.0,1.0,0.8992299229922992,0,ecommerce_sales_unknown_unknown,37,1593975.0,0.0583911290955002,1.5833684851607244,1392395.8305830583,13503923.0,0.0,1.0,0.9125,high,IMPULSIF
daily_household,2018-03-22 20:13:48,2018,3,2018-03,Expense,Lainnya,27999.0,Saving Bank account 1,Expense,daily_household_transactions_clean.csv,daily_household,20,3,Thursday,22,2018-03,2018-03-22,0,12,-0.8660254037844386,0.5000000000000001,1,0,0.6666666666666667,night,0.5,neutral,0,10.23995978915734,0.420570588235267,0.5700950980392112,0.5462887438825449,0,daily_household_unknown_unknown,7,103761.0,0.2698412698412672,0.5387240745602417,12617743.237561176,2834807.25,0.7753316740856483,0.0,0.5258571078431361,watch,PERTIMBANGAN
daily_household,2015-03-16 16:38:08,2015,3,2015-03,Expense,Makanan,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,16,0,Monday,16,2015-03,2015-03-16,0,12,-0.8660254037844384,-0.5000000000000004,0,0,0.3333333333333333,evening,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.116231647634584,0,daily_household_unknown_unknown,2,186660.0,0.0196078431372547,0.0704214476549335,12617743.237561176,3660.0,0.9997099322809876,0.0,0.3652156862745115,low,AMAN
ecommerce_sales,2025-02-14 14:54:00,2025,2,2025-02,Sales,Belanja,138400.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,14,4,Friday,14,2025-02,2025-02-14,0,7,-0.4999999999999997,-0.8660254037844388,0,0,0.1666666666666666,midday,1.0,hedonic,1,11.837910547573127,3.0,1.0,0.9386138613861386,1,ecommerce_sales_unknown_unknown,33,1993546.0,0.0694240313491637,2.416446340463956,1392395.8305830583,106201423.0,0.0,0.0,0.6083333333333333,watch,PERTIMBANGAN
personal_finance,2022-08-21 00:00:00,2022,8,2022-08,Expense,Belanja,1349.23,,Expense,personal_finance_clean.csv,personal_finance,0,6,Sunday,21,2022-08,2022-08-21,1,33,0.0,1.0,0,1,1.0,late_night,1.0,hedonic,1,7.208030227291462,0.2393801318834579,0.539896688647243,0.588,0,personal_finance_unknown_unknown,2,3831.23,0.3521662755824233,1.0709323730601323,32688.022833333336,21770.15,0.3340022395664626,1.0,0.8849741721618106,high,IMPULSIF
personal_finance,2020-06-15 00:00:00,2020,6,2020-06,Expense,Hiburan,540.94,,Expense,personal_finance_clean.csv,personal_finance,0,0,Monday,15,2020-06,2020-06-15,0,25,0.0,1.0,0,1,1.0,late_night,1.0,hedonic,1,6.295155294204816,-0.7634370792392973,0.3727604867934504,0.2146666666666666,0,personal_finance_unknown_unknown,1,540.94,0.9999999999981514,0.446516146442017,32688.022833333336,540.94,0.983451431040688,0.0,0.7431901216983625,high,IMPULSIF
ecommerce_sales,2025-02-24 18:56:00,2025,2,2025-02,Sales,Belanja,18576.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,18,0,Monday,24,2025-02,2025-02-24,0,9,-1.0,-1.8369701987210294e-16,0,0,0.5,evening,1.0,hedonic,1,9.829679535391405,-0.3433931769064172,0.4427678038489304,0.3212321232123212,0,ecommerce_sales_unknown_unknown,29,2994978.0,0.0062023827887884,0.2664347340287041,1392395.8305830583,2704276.0,0.0,0.0,0.5856919509622326,watch,PERTIMBANGAN
ecommerce_sales,2024-01-09 19:31:00,2024,1,2024-01,Sales,Belanja,29800.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,19,1,Tuesday,9,2024-01,2024-01-09,0,2,-0.9659258262890684,0.2588190451025203,0,0,0.5833333333333333,evening,1.0,hedonic,1,10.30229722897745,0.4357143665740006,0.5726190610956667,0.5707370737073707,0,ecommerce_sales_unknown_unknown,10,502481.0,0.0593057249925866,0.5152084461912522,1392395.8305830583,1326659.0,0.0472113095566591,0.0,0.6473214319405833,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,17120.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.748061059204815,-0.4444605845425085,0.4259232359095819,0.2438943894389439,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0001685983603868,0.2989130155255992,1392395.8305830583,76310689.0,0.0,0.0,0.4648141423107287,low,AMAN
personal_finance,2021-03-28 00:00:00,2021,3,2021-03,Expense,Lainnya,143.6,,Expense,personal_finance_clean.csv,personal_finance,0,6,Sunday,28,2021-03,2021-03-28,1,12,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,4.973971309724664,-1.256402958648316,0.2905995068919473,0.0486666666666666,0,personal_finance_unknown_unknown,1,143.6,0.9999999999930362,0.0995068897380032,32688.022833333336,19349.86,0.4080443439892439,1.0,0.6726498767229868,watch,PERTIMBANGAN
ecommerce_sales,2025-11-01 19:55:00,2025,11,2025-11,Sales,Belanja,25500.0,COD (Bayar di Tempat),Selesai,ecommerce_sales_clean.csv,ecommerce_sales,19,5,Saturday,1,2025-11,2025-11-01,1,44,-0.9659258262890684,0.2588190451025203,0,0,0.5833333333333333,evening,1.0,hedonic,1,10.146472946063875,0.1372323247915882,0.5228720541319314,0.5205720572057205,0,ecommerce_sales_unknown_unknown,35,1590171.0,0.0160360112214346,0.7127053964699517,1392395.8305830583,1486137.0,0.0,1.0,0.7348846801996495,high,IMPULSIF
personal_finance,2023-09-01 00:00:00,2023,9,2023-09,Expense,Hiburan,1800.38,,Expense,personal_finance_clean.csv,personal_finance,0,4,Friday,1,2023-09,2023-09-01,0,35,0.0,1.0,0,1,1.0,late_night,1.0,hedonic,1,7.496308316812158,0.7991062014847533,0.6331843669141256,0.7873333333333333,0,personal_finance_unknown_unknown,2,3124.84,0.5761510989360812,1.3601933503985608,32688.022833333336,29213.22,0.1063020192763028,0.0,0.8082960917285313,high,IMPULSIF
personal_finance,2021-09-19 00:00:00,2021,9,2021-09,Income,Lainnya,3500.0,,Income,personal_finance_clean.csv,personal_finance,0,6,Sunday,19,2021-09,2021-09-19,1,37,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.160803920954665,2.907765455426355,0.9846275759043924,0.9473333333333334,1,personal_finance_unknown_unknown,4,6528.08,0.5361453903750358,2.635465055237363,32688.022833333336,15288.12,0.5323020888124625,1.0,0.8461568939760981,high,IMPULSIF
ecommerce_sales,2025-02-17 15:09:00,2025,2,2025-02,Sales,Belanja,52022.0,Online Payment,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,15,0,Monday,17,2025-02,2025-02-17,0,8,-0.7071067811865471,-0.7071067811865479,0,0,0.25,midday,1.0,hedonic,1,10.85944120746666,1.9782417927341795,0.8297069654556966,0.7898789878987899,0,ecommerce_sales_unknown_unknown,31,1830426.0,0.0284207064366436,0.7209931939540565,1392395.8305830583,1531109.0,0.0,0.0,0.5949267413639241,watch,PERTIMBANGAN
ecommerce_sales,2025-02-12 10:54:00,2025,2,2025-02,Sales,Belanja,11500.0,Saldo ShopeePay,Selesai,ecommerce_sales_clean.csv,ecommerce_sales,10,2,Wednesday,12,2025-02,2025-02-12,0,7,0.4999999999999999,-0.8660254037844387,0,0,0.1666666666666666,morning,1.0,hedonic,1,9.35018926709258,-0.8345696717092894,0.3609050547151184,0.096039603960396,0,ecommerce_sales_unknown_unknown,1754,101543099.0,0.0001132524032972,0.2007885326252564,1392395.8305830583,82965026.0,0.0,0.0,0.4485595970121129,low,AMAN
